city;city_ascii;lat;lng;country;iso2;iso3;admin_name;capital;population;id
Potenza;Potenza;40.6420;15.7990;Italy;IT;ITA;Basilicata;admin;69060;1380649430
Bari;Bari;41.1142;16.8728;Italy;IT;ITA;Puglia;admin;500577;1380991126
Milan;Milan;45.4700;9.2050;Italy;IT;ITA;Lombardy;admin;2945000;1380724377
Turin;Turin;45.0704;7.6700;Italy;IT;ITA;Piedmont;admin;1652000;1380244627
Naples;Naples;40.8400;14.2450;Italy;IT;ITA;Campania;admin;2250000;1380646673
Florence;Florence;43.7800;11.2500;Italy;IT;ITA;Tuscany;admin;1500000;1380726561
Aosta;Aosta;45.7370;7.3150;Italy;IT;ITA;Valle d’Aosta;admin;34062;1380291310
Perugia;Perugia;43.1104;12.3900;Italy;IT;ITA;Umbria;admin;149125;1380939013
Como;Como;45.8100;9.0800;Italy;IT;ITA;Lombardy;minor;250000;1380994905
Novara;Novara;45.4500;8.6200;Italy;IT;ITA;Piedmont;minor;100910;1380911437
Asti;Asti;44.9300;8.2100;Italy;IT;ITA;Piedmont;minor;71276;1380024585
Sassari;Sassari;40.7300;8.5700;Italy;IT;ITA;Sardegna;minor;120729;1380371433
Olbia;Olbia;40.9143;9.5151;Italy;IT;ITA;Sardegna;minor;45366;1380424474
Modena;Modena;44.6500;10.9200;Italy;IT;ITA;Emilia-Romagna;minor;175502;1380306270
Ferrara;Ferrara;44.8504;11.6099;Italy;IT;ITA;Emilia-Romagna;minor;130992;1380682411
Ravenna;Ravenna;44.4204;12.2200;Italy;IT;ITA;Emilia-Romagna;minor;134631;1380964180
Treviso;Treviso;45.6700;12.2400;Italy;IT;ITA;Veneto;minor;177309;1380900516
Verona;Verona;45.4404;10.9900;Italy;IT;ITA;Veneto;minor;347459;1380324879
Udine;Udine;46.0700;13.2400;Italy;IT;ITA;Friuli-Venezia Giulia;minor;119009;1380396446
Bolzano;Bolzano;46.5004;11.3600;Italy;IT;ITA;Trentino-Alto Adige;minor;95895;1380677819
Bergamo;Bergamo;45.7004;9.6700;Italy;IT;ITA;Lombardy;minor;200000;1380253521
Salerno;Salerno;40.6804;14.7699;Italy;IT;ITA;Campania;minor;954265;1380863448
Pescara;Pescara;42.4554;14.2187;Italy;IT;ITA;Abruzzo;minor;314789;1380000966
Arezzo;Arezzo;43.4617;11.8750;Italy;IT;ITA;Tuscany;minor;91589;1380418355
Siena;Siena;43.3170;11.3500;Italy;IT;ITA;Tuscany;minor;52625;1380088439
Livorno;Livorno;43.5511;10.3023;Italy;IT;ITA;Tuscany;minor;156274;1380159305
Pisa;Pisa;43.7205;10.4000;Italy;IT;ITA;Tuscany;minor;203336;1380310225
Parma;Parma;44.8104;10.3200;Italy;IT;ITA;Emilia-Romagna;minor;166011;1380655938
Catania;Catania;37.5000;15.0800;Italy;IT;ITA;Sicilia;minor;674542;1380562508
Messina;Messina;38.2005;15.5500;Italy;IT;ITA;Sicilia;minor;252026;1380622386
Ragusa;Ragusa;36.9300;14.7300;Italy;IT;ITA;Sicilia;minor;68956;1380117871
Siracusa;Siracusa;37.0704;15.2900;Italy;IT;ITA;Sicilia;minor;123657;1380071816
Reggio di Calabria;Reggio di Calabria;38.1150;15.6414;Italy;IT;ITA;Calabria;minor;180353;1380630212
Vibo Valentia;Vibo Valentia;38.6666;16.1000;Italy;IT;ITA;Calabria;minor;33957;1380359147
Crotone;Crotone;39.0833;17.1233;Italy;IT;ITA;Calabria;minor;60010;1380444441
Foggia;Foggia;41.4605;15.5600;Italy;IT;ITA;Puglia;minor;155203;1380084447
Barletta;Barletta;41.3200;16.2700;Italy;IT;ITA;Puglia;minor;107830;1380940717
Taranto;Taranto;40.5084;17.2300;Italy;IT;ITA;Puglia;minor;202033;1380707445
Brindisi;Brindisi;40.6403;17.9300;Italy;IT;ITA;Puglia;minor;104437;1380201254
Lecce;Lecce;40.3604;18.1500;Italy;IT;ITA;Puglia;minor;162582;1380057273
Benevento;Benevento;41.1337;14.7500;Italy;IT;ITA;Campania;minor;61791;1380723198
Caserta;Caserta;41.0600;14.3374;Italy;IT;ITA;Campania;minor;250000;1380614087
Saint Helier;Saint Helier;49.1833;-2.1000;Jersey;JE;JEY;;primary;;1832490253
Port Morant;Port Morant;17.8910;-76.3290;Jamaica;JM;JAM;Saint Thomas;;11536;1388362870
Kingston;Kingston;17.9771;-76.7674;Jamaica;JM;JAM;;primary;937700;1388709177
Black River;Black River;18.0310;-77.8520;Jamaica;JM;JAM;Saint Elizabeth;admin;4229;1388022504
Falmouth;Falmouth;18.4796;-77.6560;Jamaica;JM;JAM;Trelawny;admin;7779;1388625979
Lucea;Lucea;18.4430;-78.1790;Jamaica;JM;JAM;Hanover;admin;6289;1388423676
Mandeville;Mandeville;18.0330;-77.5000;Jamaica;JM;JAM;Manchester;admin;47115;1388493847
May Pen;May Pen;17.9666;-77.2333;Jamaica;JM;JAM;Clarendon;admin;135142;1388671677
Montego Bay;Montego Bay;18.4667;-77.9167;Jamaica;JM;JAM;Saint James;admin;126008;1388955058
Morant Bay;Morant Bay;17.8814;-76.4093;Jamaica;JM;JAM;Saint Thomas;admin;;1388124588
Port Antonio;Port Antonio;18.1590;-76.3800;Jamaica;JM;JAM;Portland;admin;14400;1388024275
Port Maria;Port Maria;18.3770;-76.9000;Jamaica;JM;JAM;Saint Mary;admin;7906;1388155945
St. Ann's Bay;St. Ann's Bay;18.4326;-77.1995;Jamaica;JM;JAM;Saint Ann;admin;13671;1388256334
Savanna-la-Mar;Savanna-la-Mar;18.1640;-77.9480;Jamaica;JM;JAM;Westmoreland;admin;30000;1388690384
Spanish Town;Spanish Town;17.9833;-76.9500;Jamaica;JM;JAM;Saint Catherine;admin;432704;1388689196
Half Way Tree;Half Way Tree;18.0333;-76.8000;Jamaica;JM;JAM;Saint Andrew;admin;96494;1388715163
‘Ajlūn;`Ajlun;32.3333;35.7528;Jordan;JO;JOR;‘Ajlūn;admin;;1400775371
Amman;Amman;31.9500;35.9333;Jordan;JO;JOR;Al ‘Āşimah;primary;1060000;1400522593
Ma'an;Ma'an;30.1920;35.7360;Jordan;JO;JOR;Ma‘ān;admin;50350;1400670443
Al Aqabah;Al Aqabah;29.5270;35.0777;Jordan;JO;JOR;Al ‘Aqabah;admin;95048;1400618058
Al Mafraq;Al Mafraq;32.2833;36.2333;Jordan;JO;JOR;Al Mafraq;admin;57118;1400040712
Irbid;Irbid;32.5500;35.8500;Jordan;JO;JOR;Irbid;admin;650000;1400221568
As Salt;As Salt;32.0392;35.7272;Jordan;JO;JOR;Al Balqā’;admin;140689;1400470384
Jarash;Jarash;32.2808;35.8993;Jordan;JO;JOR;Jarash;admin;;1400505859
Az Zarqa;Az Zarqa;32.0700;36.1000;Jordan;JO;JOR;Az Zarqā’;admin;894691;1400161837
Al Karak;Al Karak;31.1851;35.7047;Jordan;JO;JOR;Al Karak;admin;80062;1400073941
At Tafilah;At Tafilah;30.8333;35.6000;Jordan;JO;JOR;Aţ Ţafīlah;admin;25429;1400134505
Mādabā;Madaba;31.7160;35.7939;Jordan;JO;JOR;Ma’dabā;admin;;1400962992
Muroran;Muroran;42.3500;140.9800;Japan;JP;JPN;Hokkaidō;;155676;1392259868
Iwaki;Iwaki;37.0553;140.8900;Japan;JP;JPN;Fukushima;;357309;1392158088
Sakata;Sakata;38.9200;139.8501;Japan;JP;JPN;Yamagata;;100446;1392418961
Tottori;Tottori;35.5004;134.2333;Japan;JP;JPN;Tottori;;154098;1392416969
Maizuru;Maizuru;35.4504;135.3333;Japan;JP;JPN;Kyōto;;92465;1392353780
Hamamatsu;Hamamatsu;34.7181;137.7327;Japan;JP;JPN;Shizuoka;;977023;1392174500
Takaoka;Takaoka;36.6700;137.0000;Japan;JP;JPN;Toyama;;170077;1392754231
Asahikawa;Asahikawa;43.7550;142.3800;Japan;JP;JPN;Hokkaidō;;356612;1392380358
Tsuruoka;Tsuruoka;38.7004;139.8302;Japan;JP;JPN;Yamagata;;99820;1392935450
Otaru;Otaru;43.1887;140.9783;Japan;JP;JPN;Hokkaidō;;143792;1392240421
Kawagoe;Kawagoe;35.9177;139.4911;Japan;JP;JPN;Saitama;;337931;1392825080
Hachiōji;Hachioji;35.6577;139.3261;Japan;JP;JPN;Tōkyō;;579399;1392172935
Hirosaki;Hirosaki;40.5700;140.4700;Japan;JP;JPN;Aomori;;174972;1392794397
Kure;Kure;34.2510;132.5656;Japan;JP;JPN;Hiroshima;;196991;1392991987
Hachinohe;Hachinohe;40.5100;141.5400;Japan;JP;JPN;Aomori;;239046;1392220933
Matsumoto;Matsumoto;36.2404;137.9700;Japan;JP;JPN;Nagano;;224926;1392373962
Tokyo;Tokyo;35.6850;139.7514;Japan;JP;JPN;Tōkyō;primary;35676000;1392685764
Tomakomai;Tomakomai;42.6504;141.5500;Japan;JP;JPN;Hokkaidō;;174806;1392760442
Obihiro;Obihiro;42.9304;143.1700;Japan;JP;JPN;Hokkaidō;;173890;1392712158
Nagaoka;Nagaoka;37.4504;138.8600;Japan;JP;JPN;Niigata;;195318;1392479949
Kōriyama;Koriyama;37.4100;140.3800;Japan;JP;JPN;Fukushima;;340560;1392675180
Shimonoseki;Shimonoseki;33.9654;130.9454;Japan;JP;JPN;Fukuoka;;245786;1392516557
Sasebo;Sasebo;33.1631;129.7177;Japan;JP;JPN;Nagasaki;;237444;1392043131
Kanoya;Kanoya;31.3833;130.8500;Japan;JP;JPN;Kagoshima;;82335;1392748014
Kitakyūshū;Kitakyushu;33.8704;130.8200;Japan;JP;JPN;Fukuoka;;997536;1392129541
Akita;Akita;39.7100;140.0900;Japan;JP;JPN;Akita;admin;320069;1392129688
Aomori;Aomori;40.8250;140.7100;Japan;JP;JPN;Aomori;admin;298394;1392083898
Chiba;Chiba;35.6000;140.1167;Japan;JP;JPN;Chiba;admin;;1392107144
Fukui;Fukui;36.0704;136.2200;Japan;JP;JPN;Fukui;admin;248707;1392897510
Fukuoka;Fukuoka;33.5950;130.4100;Japan;JP;JPN;Fukuoka;admin;2792000;1392576294
Fukushima;Fukushima;37.7400;140.4700;Japan;JP;JPN;Fukushima;admin;294237;1392570027
Gifu;Gifu;35.4231;136.7628;Japan;JP;JPN;Gifu;admin;412895;1392097787
Hiroshima;Hiroshima;34.3878;132.4429;Japan;JP;JPN;Hiroshima;admin;2045000;1392373695
Kagoshima;Kagoshima;31.5860;130.5611;Japan;JP;JPN;Kagoshima;admin;555352;1392120675
Kanazawa;Kanazawa;36.5600;136.6400;Japan;JP;JPN;Ishikawa;admin;551249;1392684679
Kōbe;Kobe;34.6800;135.1700;Japan;JP;JPN;Hyōgo;admin;1528478;1392978082
Kōchi;Kochi;33.5624;133.5375;Japan;JP;JPN;Kōchi;admin;335570;1392086071
Kōfu;Kofu;35.6504;138.5833;Japan;JP;JPN;Yamanashi;admin;197540;1392307565
Kumamoto;Kumamoto;32.8009;130.7006;Japan;JP;JPN;Kumamoto;admin;718232;1392106283
Kyoto;Kyoto;35.0300;135.7500;Japan;JP;JPN;Kyōto;admin;1805000;1392622735
Maebashi;Maebashi;36.3927;139.0727;Japan;JP;JPN;Gunma;admin;344871;1392333295
Matsue;Matsue;35.4670;133.0666;Japan;JP;JPN;Shimane;admin;156811;1392692238
Matsuyama;Matsuyama;33.8455;132.7658;Japan;JP;JPN;Ehime;admin;533541;1392220893
Mito;Mito;36.3704;140.4800;Japan;JP;JPN;Ibaraki;admin;353892;1392665227
Miyazaki;Miyazaki;31.9182;131.4184;Japan;JP;JPN;Miyazaki;admin;324384;1392216224
Morioka;Morioka;39.7200;141.1300;Japan;JP;JPN;Iwate;admin;295172;1392981957
Nagano;Nagano;36.6500;138.1700;Japan;JP;JPN;Nagano;admin;594311;1392603439
Nagasaki;Nagasaki;32.7650;129.8850;Japan;JP;JPN;Nagasaki;admin;435455;1392162566
Nagoya;Nagoya;35.1550;136.9150;Japan;JP;JPN;Aichi;admin;3230000;1392407472
Naha;Naha;26.2072;127.6730;Japan;JP;JPN;Okinawa;admin;905238;1392583118
Niigata;Niigata;37.9200;139.0400;Japan;JP;JPN;Niigata;admin;569797;1392913753
Ōita;Oita;33.2432;131.5979;Japan;JP;JPN;Ōita;admin;448907;1392081193
Okayama;Okayama;34.6720;133.9171;Japan;JP;JPN;Okayama;admin;866092;1392954750
Ōsaka;Osaka;34.7500;135.4601;Japan;JP;JPN;Ōsaka;admin;11294000;1392419823
Ōtsu;Otsu;35.0064;135.8674;Japan;JP;JPN;Shiga;admin;536976;1392164106
Sapporo;Sapporo;43.0750;141.3400;Japan;JP;JPN;Hokkaidō;admin;2544000;1392000195
Sendai;Sendai;38.2871;141.0217;Japan;JP;JPN;Miyagi;admin;2250000;1392457903
Shizuoka;Shizuoka;34.9858;138.3854;Japan;JP;JPN;Shizuoka;admin;701561;1392235505
Takamatsu;Takamatsu;34.3447;134.0448;Japan;JP;JPN;Kagawa;admin;334223;1392427161
Tokushima;Tokushima;34.0674;134.5525;Japan;JP;JPN;Tokushima;admin;443760;1392795984
Tottori;Tottori;35.5000;134.2333;Japan;JP;JPN;Tottori;admin;;1392675192
Toyama;Toyama;36.7000;137.2300;Japan;JP;JPN;Toyama;admin;332812;1392000560
Tsu;Tsu;34.7171;136.5167;Japan;JP;JPN;Mie;admin;500000;1392082102
Utsunomiya;Utsunomiya;36.5500;139.8700;Japan;JP;JPN;Tochigi;admin;667752;1392506125
Wakayama;Wakayama;34.2231;135.1677;Japan;JP;JPN;Wakayama;admin;440006;1392907296
Yamagata;Yamagata;38.2705;140.3200;Japan;JP;JPN;Yamagata;admin;272209;1392300081
Yamaguchi;Yamaguchi;34.1833;131.4667;Japan;JP;JPN;Yamaguchi;admin;;1392887215
Yokohama;Yokohama;35.3200;139.5800;Japan;JP;JPN;Kanagawa;admin;3697894;1392118339
Saitama;Saitama;35.9000;139.6500;Japan;JP;JPN;Saitama;admin;;1392017719
Saga;Saga;33.2333;130.3000;Japan;JP;JPN;Saga;admin;;1392618841
Kawasaki;Kawasaki;35.5300;139.7050;Japan;JP;JPN;Kanagawa;;1437266;1392879600
Nara;Nara;34.6833;135.8333;Japan;JP;JPN;Nara;admin;;1392520831
Kushiro;Kushiro;42.9750;144.3747;Japan;JP;JPN;Hokkaidō;;198566;1392810778
Kitami;Kitami;43.8504;143.9000;Japan;JP;JPN;Hokkaidō;;113137;1392099278
Hakodate;Hakodate;41.7950;140.7400;Japan;JP;JPN;Hokkaidō;;302984;1392708558
Namanga;Namanga;-2.5396;36.8000;Kenya;KE;KEN;;;13193;1834378912
Nairobi;Nairobi;-1.2833;36.8167;Kenya;KE;KEN;Nairobi City;primary;3010000;1404000661
Moyale;Moyale;3.5200;39.0500;Kenya;KE;KEN;Marsabit;;24837;1404689643
Malindi;Malindi;-3.2100;40.1000;Kenya;KE;KEN;Kilifi;;94016;1404380224
Kisumu;Kisumu;-0.0900;34.7500;Kenya;KE;KEN;Kisumu;admin;395615;1404511920
Mwingi;Mwingi;-0.9296;38.0700;Kenya;KE;KEN;Kitui;;11219;1404312666
Eldama Ravine;Eldama Ravine;0.0504;35.7200;Kenya;KE;KEN;Baringo;;17581;1404468256
Nanyuki;Nanyuki;0.0204;37.0600;Kenya;KE;KEN;Laikipia;;36142;1404481993
Mombasa;Mombasa;-4.0400;39.6899;Kenya;KE;KEN;Mombasa;admin;882000;1404512373
Tsavo;Tsavo;-2.9828;38.4666;Kenya;KE;KEN;Taita/Taveta;;414;1404321644
Nyeri;Nyeri;-0.4170;36.9510;Kenya;KE;KEN;Nyeri;admin;51084;1404924901
Voi;Voi;-3.3696;38.5700;Kenya;KE;KEN;Taita/Taveta;;36487;1404504656
Garissa;Garissa;-0.4396;39.6700;Kenya;KE;KEN;Garissa;admin;67861;1404464692
Kendu Bay;Kendu Bay;-0.3596;34.6400;Kenya;KE;KEN;Homa Bay;;91248;1404600696
Kakamega;Kakamega;0.2904;34.7300;Kenya;KE;KEN;Kakamega;admin;63426;1404614327
Sotik;Sotik;-0.6796;35.1200;Kenya;KE;KEN;Kericho;;71285;1404807525
Nakuru;Nakuru;-0.2800;36.0700;Kenya;KE;KEN;Nakuru;admin;364727;1404140179
Witu;Witu;-2.3796;40.4300;Kenya;KE;KEN;Lamu;;5380;1404037095
Embu;Embu;-0.5196;37.4500;Kenya;KE;KEN;Embu;admin;58620;1404376456
Homa Bay;Homa Bay;-0.5273;34.4571;Kenya;KE;KEN;Homa Bay;admin;;1404321159
Isiolo;Isiolo;0.3546;37.5822;Kenya;KE;KEN;Isiolo;admin;;1404771203
Iten;Iten;0.6703;35.5081;Kenya;KE;KEN;Elgeyo/Marakwet;admin;;1404000000
Kabarnet;Kabarnet;0.4919;35.7430;Kenya;KE;KEN;Baringo;admin;;1404620707
Kajiado;Kajiado;-1.8524;36.7768;Kenya;KE;KEN;Kajiado;admin;;1404265412
Kapenguria;Kapenguria;1.2389;35.1119;Kenya;KE;KEN;West Pokot;admin;;1404228137
Kapsabet;Kapsabet;0.2039;35.1050;Kenya;KE;KEN;Nandi;admin;;1404814363
Kericho;Kericho;-0.3596;35.2800;Kenya;KE;KEN;Kericho;admin;98852;1404338562
Kerugoya;Kerugoya;-0.4989;37.2803;Kenya;KE;KEN;Kirinyaga;admin;;1404597807
Kiambu;Kiambu;-1.1714;36.8356;Kenya;KE;KEN;Kiambu;admin;;1404390868
Kilifi;Kilifi;-3.6096;39.8500;Kenya;KE;KEN;Kilifi;admin;80339;1404080121
Kisii;Kisii;-0.6696;34.7600;Kenya;KE;KEN;Kisii;admin;28547;1404617601
Kitale;Kitale;1.0305;34.9899;Kenya;KE;KEN;Trans Nzoia;admin;150495;1404890081
Kitui;Kitui;-1.3670;38.0106;Kenya;KE;KEN;Kitui;admin;;1404548296
Kwale;Kwale;-4.1737;39.4521;Kenya;KE;KEN;Kwale;admin;;1404769042
Lamu;Lamu;-2.2620;40.9197;Kenya;KE;KEN;Lamu;admin;24525;1404163131
Lodwar;Lodwar;3.1304;35.5700;Kenya;KE;KEN;Turkana;admin;20219;1404993573
Machakos;Machakos;-1.5095;37.2600;Kenya;KE;KEN;Machakos;admin;144925;1404746781
Mandera;Mandera;3.9414;41.8625;Kenya;KE;KEN;Mandera;admin;;1404192737
Maralal;Maralal;1.1105;36.6800;Kenya;KE;KEN;Samburu;admin;20841;1404895664
Marsabit;Marsabit;2.3300;37.9800;Kenya;KE;KEN;Marsabit;admin;16460;1404055253
Mbale;Mbale;0.0821;34.7214;Kenya;KE;KEN;Vihiga;admin;;1404000000
Meru;Meru;0.0600;37.6400;Kenya;KE;KEN;Meru;admin;47226;1404588252
Migori;Migori;-1.0634;34.4731;Kenya;KE;KEN;Migori;admin;;1404478510
Murang’a;Murang'a;-0.7210;37.1526;Kenya;KE;KEN;Murang’a;admin;;1404066738
Mwatate;Mwatate;-3.5050;38.3772;Kenya;KE;KEN;Taita/Taveta;admin;;1404648092
Narok;Narok;-1.0808;35.8711;Kenya;KE;KEN;Narok;admin;;1404459814
Nyamira;Nyamira;-0.5633;34.9358;Kenya;KE;KEN;Nyamira;admin;;1404000000
Ol Kalou;Ol Kalou;-0.2643;36.3788;Kenya;KE;KEN;Nyandarua;admin;;1404930645
Rumuruti;Rumuruti;0.2725;36.5381;Kenya;KE;KEN;Laikipia;admin;;1404005234
Siaya;Siaya;0.0612;34.2882;Kenya;KE;KEN;Siaya;admin;;1404162576
Wajir;Wajir;1.7504;40.0500;Kenya;KE;KEN;Wajir;admin;45771;1404067343
Wote;Wote;-1.7808;37.6288;Kenya;KE;KEN;Makueni;admin;;1404304549
Busia;Busia;0.4586;34.1160;Kenya;KE;KEN;Busia;admin;;1404250734
Kathwana;Kathwana;-0.3314;37.8686;Kenya;KE;KEN;Tharaka-Nithi;admin;;1404000000
Bomet;Bomet;-0.7813;35.3416;Kenya;KE;KEN;Bomet;admin;;1404087664
Bungoma;Bungoma;0.5704;34.5600;Kenya;KE;KEN;Bungoma;admin;55962;1404689847
Eldoret;Eldoret;0.5200;35.2700;Kenya;KE;KEN;Uasin Gishu;admin;353381;1404676289
Hola;Hola;-1.4993;40.0301;Kenya;KE;KEN;Tana River;admin;;1404396632
Karungu;Karungu;-0.8496;34.1500;Kenya;KE;KEN;Migori;;2376;1404796412
Naivasha;Naivasha;-0.7096;36.4300;Kenya;KE;KEN;Nakuru;;43983;1404904927
Thika;Thika;-1.0396;37.0900;Kenya;KE;KEN;Kiambu;;99322;1404482650
Konza;Konza;-1.7496;37.1200;Kenya;KE;KEN;Machakos;;2004;1404143289
Bishkek;Bishkek;42.8731;74.5852;Kyrgyzstan;KG;KGZ;Bishkek;primary;837000;1417191971
Kara Balta;Kara Balta;42.8306;73.8857;Kyrgyzstan;KG;KGZ;Chüy;minor;74133;1417201811
Cholpon Ata;Cholpon Ata;42.6513;77.0811;Kyrgyzstan;KG;KGZ;Ysyk-Köl;minor;18595;1417433118
Tash Komur;Tash Komur;41.3419;72.2314;Kyrgyzstan;KG;KGZ;Jalal-Abad;;23594;1417242124
Karakol;Karakol;42.4920;78.3818;Kyrgyzstan;KG;KGZ;Ysyk-Köl;admin;70171;1417269527
At Bashy;At Bashy;41.1725;75.7968;Kyrgyzstan;KG;KGZ;Naryn;minor;15601;1417188010
Naryn;Naryn;41.4263;75.9911;Kyrgyzstan;KG;KGZ;Naryn;admin;52300;1417466970
Jalal Abad;Jalal Abad;40.9429;73.0025;Kyrgyzstan;KG;KGZ;Jalal-Abad;admin;248899;1417653652
Kok Yangak;Kok Yangak;41.0307;73.2058;Kyrgyzstan;KG;KGZ;Jalal-Abad;;15000;1417546126
Toktogul;Toktogul;41.8826;72.9372;Kyrgyzstan;KG;KGZ;Jalal-Abad;minor;26115;1417791878
Talas;Talas;42.5184;72.2429;Kyrgyzstan;KG;KGZ;Talas;admin;35172;1417698287
Osh;Osh;40.5404;72.7900;Kyrgyzstan;KG;KGZ;Osh;admin;391277;1417797596
Balykchy;Balykchy;42.4560;76.1854;Kyrgyzstan;KG;KGZ;Ysyk-Köl;;40527;1417967917
Tokmak;Tokmak;42.8299;75.2846;Kyrgyzstan;KG;KGZ;Chüy;;112860;1417875875
Batken;Batken;40.0626;70.8194;Kyrgyzstan;KG;KGZ;Batken;admin;;1417022726
Phnom Penh;Phnom Penh;11.5500;104.9166;Cambodia;KH;KHM;Phnom Penh;primary;1466000;1116260534
Ta Khmau;Ta Khmau;11.4833;104.9500;Cambodia;KH;KHM;Kandal;admin;;1116571704
Sisophon;Sisophon;13.5838;102.9833;Cambodia;KH;KHM;Banteay Meanchey;admin;50302;1116276411
Sâmraông;Samraong;14.1817;103.5176;Cambodia;KH;KHM;Oddar Meanchey;admin;;1116989175
Sihanoukville;Sihanoukville;10.6359;103.5017;Cambodia;KH;KHM;Sihanoukville;admin;;1116098692
Phnum Tbeng Meanchey;Phnum Tbeng Meanchey;13.8167;104.9667;Cambodia;KH;KHM;Preah Vihear;admin;24380;1116207762
Senmonorom;Senmonorom;12.4500;107.2000;Cambodia;KH;KHM;Mondolkiri;admin;7944;1116978997
Ban Lŭng;Ban Lung;13.7394;106.9873;Cambodia;KH;KHM;Ratanakiri;admin;;1116605438
Pursat;Pursat;12.5337;103.9167;Cambodia;KH;KHM;Pursat;admin;52476;1116566865
Prey Veng;Prey Veng;11.4840;105.3240;Cambodia;KH;KHM;Prey Veng;admin;74000;1116378797
Siem Reap;Siem Reap;13.3666;103.8500;Cambodia;KH;KHM;Siem Reap;admin;109398;1116263015
Stoeng Treng;Stoeng Treng;13.5230;105.9740;Cambodia;KH;KHM;Stung Treng;admin;29665;1116286673
Svay Rieng;Svay Rieng;11.0800;105.8010;Cambodia;KH;KHM;Svay Rieng;admin;23956;1116432743
Takéo;Takeo;10.9838;104.7833;Cambodia;KH;KHM;Takeo;admin;15264;1116674518
Battambang;Battambang;13.1000;103.2000;Cambodia;KH;KHM;Battambang;admin;154773;1116106237
Kampong Cham;Kampong Cham;12.0004;105.4500;Cambodia;KH;KHM;Kampong Cham;admin;83233;1116115849
Kompong Chhnang;Kompong Chhnang;12.2505;104.6666;Cambodia;KH;KHM;Kampong Chhnang;admin;75244;1116735270
Kampong Spoe;Kampong Spoe;11.4520;104.5190;Cambodia;KH;KHM;Kampong Speu;admin;33231;1116446492
Kampong Thom;Kampong Thom;12.7111;104.8887;Cambodia;KH;KHM;Kampong Thom;admin;;1116471297
Kampot;Kampot;10.6171;104.1833;Cambodia;KH;KHM;Kampot;admin;50105;1116966757
Krong Koh Kong;Krong Koh Kong;11.6175;102.9849;Cambodia;KH;KHM;Koh Kong;admin;33134;1116924669
Kracheh;Kracheh;12.4690;106.0240;Cambodia;KH;KHM;Kratie;admin;19975;1116453792
Krong Kep;Krong Kep;10.4829;104.3167;Cambodia;KH;KHM;Kep;admin;;1116392544
Pailin;Pailin;12.8489;102.6093;Cambodia;KH;KHM;Pailin;admin;;1116050327
Suŏng;Suong;11.9118;105.6582;Cambodia;KH;KHM;Tbong Khmum;admin;;1116319433
Kampong Thum;Kampong Thum;12.7120;104.8890;Cambodia;KH;KHM;Kampong Thom;;19951;1116000000
Lumphat;Lumphat;13.5070;106.9810;Cambodia;KH;KHM;Ratanakiri;minor;19205;1116149070
Tarawa;Tarawa;1.3382;173.0176;Kiribati;KI;KIR;;primary;28802;1296152641
Moroni;Moroni;-11.7042;43.2402;Comoros;KM;COM;Grande Comore;primary;128698;1174793581
Basseterre;Basseterre;17.3020;-62.7170;Saint Kitts And Nevis;KN;KNA;Saint George Basseterre;primary;21887;1659198919
Pyongsan;Pyongsan;38.3367;126.3866;Korea; North;KP;PRK;Hwangbuk;;66260;1408433221
Kimhyonggwon;Kimhyonggwon;40.8175;128.1553;Korea; North;KP;PRK;Yanggang;;3839;1408098792
Chongju;Chongju;39.6813;125.2163;Korea; North;KP;PRK;P’yŏngbuk;;141769;1408650871
Ongjin;Ongjin;37.9371;125.3571;Korea; North;KP;PRK;Hwangnam;;69195;1408748147
Chongjin;Chongjin;41.7846;129.7900;Korea; North;KP;PRK;Hambuk;admin;672614;1408498177
Chosan;Chosan;40.8255;125.8008;Korea; North;KP;PRK;Chagang;;7786;1408838898
Changyon;Changyon;38.2517;125.1021;Korea; North;KP;PRK;Hwangnam;;48984;1408800916
Hamhung;Hamhung;39.9101;127.5454;Korea; North;KP;PRK;Hamnam;admin;773000;1408482040
Sunchon;Sunchon;39.4236;125.9390;Korea; North;KP;PRK;P’yŏngnam;;400629;1408510801
Kilchu;Kilchu;40.9604;129.3204;Korea; North;KP;PRK;Hambuk;;101165;1408662334
Taedong;Taedong;40.6171;125.4501;Korea; North;KP;PRK;P’yŏngbuk;;1884;1408763732
Sariwon;Sariwon;38.5070;125.7620;Korea; North;KP;PRK;Hwangbuk;admin;154942;1408018673
P’yŏngsŏng;P'yongsong;39.2464;125.8719;Korea; North;KP;PRK;P’yŏngnam;admin;;1408000381
Wonsan;Wonsan;39.1605;127.4308;Korea; North;KP;PRK;Kangwŏn;admin;329207;1408692125
Munchon;Munchon;39.3813;127.2517;Korea; North;KP;PRK;Kangwŏn;;73619;1408134393
Manpo;Manpo;41.1454;126.2958;Korea; North;KP;PRK;Chagang;;186827;1408334845
Sinuiju;Sinuiju;40.0859;124.4213;Korea; North;KP;PRK;P’yŏngbuk;admin;288112;1408740449
Sin-Ni;Sin-Ni;39.4880;125.4640;Korea; North;KP;PRK;P’yŏngnam;;19463;1408623890
Musan;Musan;42.2304;129.2304;Korea; North;KP;PRK;Hambuk;;80146;1408588520
Kaesong;Kaesong;37.9640;126.5644;Korea; North;KP;PRK;Hwangnam;minor;338155;1408725697
Kimchaek;Kimchaek;40.6723;129.2027;Korea; North;KP;PRK;Hambuk;minor;187270;1408037150
Hungnam;Hungnam;39.8231;127.6232;Korea; North;KP;PRK;Hamnam;;751322;1408328889
